# index, name, _pos
4824,4922,"array([6.9706873 , 2.06517621])"
4825,4923,"array([6.93184998, 2.07526324])"
4826,4924,"array([6.98364142, 2.07127568])"
4827,4925,"array([6.96649988, 2.08128151])"
4828,4926,"array([6.95522241, 2.10384375])"
4829,4927,"array([6.9108283 , 2.11209048])"
4830,4928,"array([6.93673249, 2.09508482])"
4831,4929,"array([6.89854507, 2.12435615])"
4832,4930,"array([6.90626955, 2.11097507])"
4833,4931,"array([6.90298014, 2.12273801])"
4834,4932,"array([6.92761257, 2.11029424])"
4835,4933,"array([6.90507332, 2.10543274])"
4836,4934,"array([6.92495206, 2.10429784])"
4837,4935,"array([6.91031557, 2.10522779])"
4838,4936,"array([6.90246718, 2.10559193])"
4839,4937,"array([6.95660903, 2.08836849])"
4840,4938,"array([6.91824903, 2.09960439])"
4841,4939,"array([6.97448276, 2.03159779])"
4842,4940,"array([6.96049155, 2.09396077])"
4843,4941,"array([6.98211604, 2.09518375])"
4844,4943,"array([6.96417239, 2.09276688])"
4845,4944,"array([6.97064588, 2.10001727])"
4846,4945,"array([6.95767702, 2.07600206])"
4847,4946,"array([6.92343537, 2.04482791])"
4848,4947,"array([6.90426946, 2.11715839])"
4849,4948,"array([6.90994838, 2.12057324])"
4850,4949,"array([6.91156318, 2.11668456])"
4851,4950,"array([6.90471699, 2.11454575])"
4852,4951,"array([6.90586441, 2.11857015])"
4853,4952,"array([6.93789275, 2.11324752])"
4854,4953,"array([6.90963396, 2.11859694])"
4855,4954,"array([6.91224604, 2.12087314])"
4856,4808,"array([6.90267148, 2.11543914])"
4857,4955,"array([6.91546903, 2.10544911])"
4858,4956,"array([6.91197871, 2.09747266])"
4859,4958,"array([6.90028962, 2.10805067])"
4860,4889,"array([6.99446547, 2.04907544])"
4861,4957,"array([6.90939832, 2.11397273])"
4862,4959,"array([6.90769249, 2.11983497])"
4863,4961,"array([6.97353256, 2.0963506 ])"
4864,4962,"array([6.91719005, 2.11590153])"
4865,4963,"array([6.94271204, 2.09051768])"
4866,4964,"array([6.92884292, 2.08050098])"
4867,4965,"array([6.95419943, 2.09934234])"
4868,4966,"array([6.95188303, 2.11272969])"
4869,4967,"array([6.95316147, 2.11255293])"
4870,4968,"array([6.96066725, 2.11800706])"
4871,4969,"array([6.9724142 , 2.07460263])"
4872,4970,"array([6.96283083, 2.07103542])"
4873,4972,"array([6.9997934 , 2.06355271])"
4874,4973,"array([6.99318545, 2.08082947])"
4875,4960,"array([6.9294738 , 2.08241967])"
4876,4974,"array([6.90105709, 2.09886596])"
4877,4975,"array([6.90780963, 2.06611197])"
4878,4976,"array([6.90789235, 2.11727691])"
4879,4978,"array([6.9299461 , 2.10227129])"
4880,4971,"array([6.93869697, 2.09418117])"
4881,4979,"array([6.97562873, 2.0569604 ])"
4882,4980,"array([6.96934261, 2.10550797])"
4883,4981,"array([6.97730843, 2.11990969])"
4884,4977,"array([6.95620557, 2.10997484])"
4885,4982,"array([6.96109549, 2.10713219])"
4886,4983,"array([6.95963959, 2.08410717])"
4887,4984,"array([6.97297214, 2.05128395])"
4888,4985,"array([6.92638922, 2.09415453])"
4889,4986,"array([6.94854547, 2.08992446])"
4890,4987,"array([6.96029963, 2.079527  ])"
4891,4988,"array([6.95656119, 2.1076386 ])"
4892,4989,"array([6.92943483, 2.10116866])"
4893,4990,"array([6.96825034, 2.07639192])"
4894,4942,"array([6.97143599, 2.08078775])"
4895,4991,"array([6.94540478, 2.0979355 ])"
4896,4992,"array([6.98294465, 2.09678358])"
4897,4993,"array([6.92053421, 2.10782902])"
4898,4994,"array([6.9142537 , 2.11138193])"
4899,4995,"array([6.91241329, 2.11332311])"
4900,4996,"array([6.94457214, 2.08674664])"
4901,4997,"array([6.91080272, 2.0991854 ])"
4902,4998,"array([6.94590952, 2.12003676])"
4903,4999,"array([6.91428869, 2.11555099])"
4904,5000,"array([6.91417682, 2.08639028])"
4905,5001,"array([6.97839452, 2.08589899])"
4906,5002,"array([6.90628508, 2.11610185])"
4907,5003,"array([6.92012451, 2.09781953])"
4908,5004,"array([6.90213598, 2.12738316])"
4909,5005,"array([6.97042803, 2.07126144])"
4910,5006,"array([6.97596196, 2.1013564 ])"
4911,5007,"array([6.96344193, 2.08202971])"
4912,5008,"array([6.96594788, 2.05660444])"
4913,5009,"array([6.97281167, 2.06892915])"
4914,5010,"array([6.90751881, 2.11270625])"
4915,5011,"array([6.90688079, 2.08846495])"
4916,5012,"array([6.93249469, 2.08523327])"
4917,5014,"array([6.93848341, 2.07153988])"
4918,5013,"array([6.96263333, 2.08334579])"
4919,5015,"array([6.95263378, 2.11659365])"
4920,5016,"array([6.95415268, 2.11697888])"
4921,5017,"array([6.97408172, 2.0972754 ])"
4922,5018,"array([6.99407695, 2.07029003])"
4923,5019,"array([6.99448311, 2.06443116])"
4924,5021,"array([6.95940673, 2.08930793])"
4925,5022,"array([6.97067664, 2.11237   ])"
4926,5023,"array([6.91353804, 2.10161428])"
4927,5024,"array([6.99149404, 2.06864995])"
4928,5025,"array([6.95166753, 2.08479226])"
4929,3772,"array([6.97658842, 2.08342245])"
4930,5026,"array([6.91109807, 2.12513854])"
4931,5027,"array([6.96161816, 2.09526658])"
4932,5028,"array([6.95780285, 2.0859853 ])"
4933,5029,"array([6.97203186, 2.09447166])"
4934,5030,"array([6.94246604, 2.0716439 ])"
4935,5031,"array([6.96997306, 2.11454243])"
4936,5032,"array([6.98488827, 2.10794968])"
4937,5033,"array([6.96353577, 2.09343741])"
4938,5034,"array([6.94482658, 2.09527822])"
4939,5035,"array([6.93461476, 2.10497221])"
4940,5037,"array([6.96426569, 2.09409016])"
4941,5039,"array([6.96835201, 2.10780425])"
4942,5040,"array([6.97836164, 2.06522124])"
4943,5036,"array([6.96589738, 2.09115557])"
4944,5041,"array([6.93552812, 2.0883958 ])"
4945,5042,"array([6.97056263, 2.09706207])"
4946,5020,"array([6.98285459, 2.06109402])"
4947,5043,"array([6.99081071, 2.07296922])"
4948,5044,"array([6.97351154, 2.08342866])"
4949,5045,"array([6.98120569, 2.07026091])"
4950,5046,"array([6.96028195, 2.07713118])"
4951,5047,"array([6.94501708, 2.10397033])"
4952,5048,"array([6.97713757, 2.06519334])"
4953,5049,"array([6.98636914, 2.10654151])"
4954,5050,"array([6.92375658, 2.0686258 ])"
4955,5052,"array([6.9511856 , 2.09680678])"
4956,5053,"array([6.95986189, 2.0364621 ])"
4957,5054,"array([6.97089088, 2.08688981])"
4958,5055,"array([6.93872533, 2.09635181])"
4959,5056,"array([6.96479901, 2.07787182])"
4960,5051,"array([6.97495489, 2.1054828 ])"
4961,5057,"array([6.92192131, 2.08370032])"
4962,5058,"array([6.90887736, 2.12411534])"
4963,5059,"array([6.95617317, 2.10174501])"
4964,5060,"array([6.96204834, 2.1201216 ])"
4965,5061,"array([6.94086975, 2.10147119])"
4966,5062,"array([6.98432034, 2.08723265])"
4967,5063,"array([6.9715892, 2.0482649])"
4968,5064,"array([6.95763265, 2.08701482])"
4969,5066,"array([6.95494312, 2.10014183])"
4970,5067,"array([6.95339659, 2.10541063])"
4971,5068,"array([6.95526077, 2.10695011])"
4972,5069,"array([6.95308576, 2.10747613])"
4973,5070,"array([6.95319593, 2.10639228])"
4974,5071,"array([6.95427723, 2.10611366])"
4975,5072,"array([6.95103359, 2.10673438])"
4976,5073,"array([6.97552865, 2.08030496])"
4977,5074,"array([6.92335341, 2.0812283 ])"
4978,5075,"array([6.91088701, 2.10109595])"
4979,5076,"array([6.96544548, 2.08549641])"
4980,5077,"array([6.92966127, 2.11234916])"
4981,5078,"array([6.97757341, 2.01784201])"
4982,5079,"array([6.97462508, 2.08125015])"
4983,5080,"array([6.96303279, 2.10238096])"
4984,5081,"array([6.96815212, 2.10601876])"
4985,5082,"array([6.94123192, 2.12197684])"
4986,5084,"array([6.91351634, 2.12578793])"
4987,5085,"array([6.91168319, 2.10893945])"
4988,5086,"array([6.96649111, 2.09448386])"
4989,5087,"array([6.95852533, 2.10786873])"
4990,5038,"array([6.97073639, 2.09895789])"
4991,5088,"array([6.97288726, 2.09396492])"
4992,5089,"array([6.98033155, 2.09335326])"
4993,5090,"array([6.99686021, 2.06476402])"
4994,5091,"array([6.98916398, 2.06620154])"
4995,5092,"array([6.9243471 , 2.06952345])"
4996,5093,"array([6.97383945, 2.04152478])"
4997,5094,"array([6.93895309, 2.07771742])"
4998,5095,"array([6.98773652, 2.06391283])"
4999,5096,"array([6.97373229, 2.09117477])"
5000,5097,"array([6.9739958 , 2.07846309])"
5001,5098,"array([6.93824563, 2.08743557])"
5002,5099,"array([6.93185807, 2.1049333 ])"
5003,4860,"array([6.96781849, 2.06304216])"
5004,5100,"array([6.97589748, 2.06163212])"
5005,5101,"array([6.96125555, 2.07723843])"
5006,5104,"array([6.98979427, 2.08072223])"
5007,5105,"array([6.92193969, 2.0809943 ])"
5008,5106,"array([6.93634132, 2.11957438])"
5009,5108,"array([6.93767059, 2.11568048])"
5010,5109,"array([6.93610996, 2.1133049 ])"
5011,5110,"array([6.94432795, 2.12249751])"
5012,5111,"array([6.95358906, 2.118758  ])"
5013,5112,"array([6.93877227, 2.11489171])"
5014,5113,"array([6.93156914, 2.11225572])"
5015,5083,"array([6.94930416, 2.12166361])"
5016,5115,"array([6.95599735, 2.09238931])"
5017,5117,"array([6.98590484, 2.10274042])"
5018,5118,"array([6.98408026, 2.07735378])"
5019,5119,"array([6.96923083, 2.09285612])"
5020,5120,"array([6.97427289, 2.092217  ])"
5021,5121,"array([6.94101002, 2.10409542])"
5022,5122,"array([6.91016675, 2.10812564])"
5023,5123,"array([6.95936801, 2.09207038])"
5024,5124,"array([6.97962349, 2.09935793])"
5025,5125,"array([6.93446109, 2.09084799])"
5026,5126,"array([6.92136711, 2.11342074])"
5027,5127,"array([6.92048894, 2.11204885])"
5028,5128,"array([6.95000003, 2.09819197])"
5029,5130,"array([6.99390231, 2.09124391])"
5030,5131,"array([6.98970122, 2.06270539])"
5031,5103,"array([6.96102443, 2.08032124])"
5032,5132,"array([6.9676341 , 2.07063962])"
5033,5133,"array([6.91600936, 2.09528702])"
5034,5129,"array([6.9653984 , 2.09997953])"
5035,5134,"array([6.98610867, 2.05543979])"
5036,5135,"array([6.99936882, 2.0737382 ])"
5037,5136,"array([6.99774886, 2.05348769])"
5038,5137,"array([6.99667348, 2.06107714])"
5039,5138,"array([6.96622747, 2.09218229])"
5040,5139,"array([6.9604812 , 2.08687541])"
5041,5140,"array([6.99289823, 2.07397562])"
5042,5141,"array([6.96867733, 2.08562388])"
5043,5142,"array([6.95374278, 2.07476875])"
5044,5143,"array([6.9504057 , 2.10150863])"
5045,5144,"array([6.9711026 , 2.07560008])"
5046,5145,"array([6.98157994, 2.09655062])"
5047,5146,"array([6.95650922, 2.08500722])"
5048,5147,"array([6.95743716, 2.10844388])"
5049,5148,"array([6.95296548, 2.12040589])"
5050,5149,"array([6.95998217, 2.09917512])"
5051,5150,"array([6.95144057, 2.10445408])"
5052,5152,"array([6.97886533, 2.10116644])"
5053,5153,"array([6.93454555, 2.09788639])"
5054,5154,"array([6.94358146, 2.12394111])"
5055,5155,"array([6.97017663, 2.07962889])"
5056,5156,"array([6.97492078, 2.07802115])"
5057,5157,"array([6.96479405, 2.06440295])"
5058,5158,"array([6.95754065, 2.10975292])"
5059,5159,"array([6.95473165, 2.10149353])"
5060,5160,"array([6.95327853, 2.10975485])"
5061,5161,"array([6.95254023, 2.10868513])"
5062,5162,"array([6.97806508, 2.09997392])"
5063,5163,"array([6.95966857, 2.10355088])"
5064,5164,"array([6.93711199, 2.0997785 ])"
5065,5165,"array([6.91233114, 2.11044172])"
5066,5166,"array([6.94138242, 2.11551402])"
5067,5167,"array([6.94975357, 2.1202671 ])"
5068,5168,"array([6.9359212 , 2.11704452])"
5069,5170,"array([6.93790373, 2.11963698])"
5070,5171,"array([6.94165531, 2.11953829])"
5071,5172,"array([6.92956659, 2.11834339])"
5072,5173,"array([6.9454088 , 2.12385771])"
5073,5174,"array([6.9311448 , 2.11976108])"
5074,5169,"array([6.93311896, 2.11512233])"
5075,5116,"array([6.94947376, 2.11747037])"
5076,5114,"array([6.94067596, 2.11868907])"
5077,5107,"array([6.93683075, 2.11831374])"
5078,5175,"array([6.9556075 , 2.08035903])"
5079,5176,"array([6.94557236, 2.11874728])"
5080,5177,"array([6.93613695, 2.11570359])"
5081,5178,"array([6.96248822, 2.10707007])"
5082,5179,"array([6.97734244, 2.0680394 ])"
5083,5180,"array([6.98532519, 2.07635899])"
5084,5181,"array([6.93719982, 2.1226073 ])"
5085,5182,"array([6.92667071, 2.11239192])"
5086,5183,"array([6.97974319, 2.11176937])"
5087,5184,"array([6.9159147 , 2.07430612])"
5088,5185,"array([6.93413926, 2.10660631])"
5089,5186,"array([6.95066568, 2.09762345])"
5090,5187,"array([6.96666017, 2.0573914 ])"
5091,5188,"array([6.9262242 , 2.06868804])"
5092,5189,"array([6.96462485, 2.08976387])"
5093,5190,"array([6.94815579, 2.12041325])"
5094,5191,"array([6.93721834, 2.11705776])"
5095,5192,"array([6.9430742 , 2.09578359])"
5096,5194,"array([6.98631734, 2.09264796])"
5097,5195,"array([6.95582715, 2.09587415])"
5098,5196,"array([6.94028799, 2.1233785 ])"
5099,5193,"array([6.94740042, 2.09245855])"
5100,5197,"array([6.94657035, 2.09175319])"
5101,5198,"array([6.94491836, 2.09258284])"
5102,5199,"array([6.94490111, 2.10287454])"
5103,5200,"array([6.94663917, 2.0895745 ])"
5104,5201,"array([6.94579388, 2.09122606])"
5105,5202,"array([6.94520615, 2.09038636])"
5106,5203,"array([6.94440616, 2.09063399])"
5107,5204,"array([6.9524077 , 2.10022903])"
5108,5205,"array([6.95339669, 2.10003422])"
5109,5206,"array([6.95167413, 2.09881076])"
5110,5207,"array([6.92881948, 2.10577901])"
5111,5208,"array([6.9304841 , 2.10071236])"
5112,5209,"array([6.94655581, 2.11787223])"
5113,5210,"array([6.94191397, 2.12371345])"
5114,5211,"array([6.98854591, 2.07657074])"
5115,5212,"array([6.95368696, 2.09109483])"
5116,5213,"array([6.95269954, 2.09228617])"
5117,5214,"array([6.90990157, 2.09231921])"
5118,5215,"array([6.95616973, 2.10306796])"
5119,5216,"array([6.95596069, 2.10605069])"
5120,5217,"array([6.94631676, 2.08740675])"
5121,5218,"array([6.92797565, 2.08680723])"
5122,5219,"array([6.96401394, 2.1050178 ])"
5123,5220,"array([7.00135762, 2.05898237])"
5124,5222,"array([6.95207208, 2.11867731])"
5125,5223,"array([6.94285258, 2.1152615 ])"
5126,5224,"array([6.92780613, 2.08803777])"
5127,5225,"array([6.93217737, 2.11395946])"
5128,5226,"array([6.93996936, 2.10082217])"
5129,5228,"array([6.95966946, 2.08717263])"
5130,5230,"array([6.93331982, 2.11649103])"
5131,5231,"array([6.95466602, 2.08974446])"
5132,5232,"array([6.94229337, 2.11661302])"
5133,5233,"array([6.93456007, 2.11561938])"
5134,5234,"array([6.96546825, 2.0883253 ])"
5135,5235,"array([6.95314225, 2.11505891])"
5136,5236,"array([6.97787985, 2.07991005])"
5137,5237,"array([6.95397915, 2.11108368])"
5138,5238,"array([6.95615065, 2.12516654])"
5139,5239,"array([6.95544134, 2.1110699 ])"
5140,5240,"array([6.9539273 , 2.10866487])"
5141,5227,"array([6.96290393, 2.08036622])"
5142,5241,"array([6.98286469, 2.08762811])"
5143,5242,"array([6.93714862, 2.10075541])"
5144,5243,"array([6.9574689 , 2.11117336])"
5145,5244,"array([6.94066234, 2.10863903])"
5146,5245,"array([6.94413017, 2.09613961])"
5147,5229,"array([6.99160518, 2.05360016])"
5148,5247,"array([6.99292  , 2.0581888])"
5149,5248,"array([6.98988877, 2.0672027 ])"
5150,5246,"array([6.92674323, 2.11720709])"
5151,5249,"array([6.96759291, 2.08756785])"
5152,5250,"array([6.97324643, 2.09529129])"
5153,5251,"array([6.94270953, 2.08843339])"
5154,5252,"array([6.90807788, 2.09810675])"
5155,5254,"array([6.92137628, 2.06629066])"
5156,5255,"array([6.95993419, 2.07636359])"
5157,5256,"array([6.99453338, 2.06856953])"
5158,5221,"array([6.91712383, 2.06732689])"
5159,5257,"array([6.96157807, 2.07018   ])"
5160,5258,"array([6.90905251, 2.09470549])"
5161,5260,"array([6.96136186, 2.05489563])"
5162,5261,"array([6.98563989, 2.03771659])"
5163,5262,"array([6.93406904, 2.12145685])"
5164,5263,"array([6.92767866, 2.07745761])"
5165,5264,"array([6.89909778, 2.09206557])"
5166,5151,"array([6.9138539 , 2.10967759])"
5167,5265,"array([6.98420666, 2.06320774])"
5168,5267,"array([6.95989582, 2.09523861])"
5169,5268,"array([6.98492441, 2.10417852])"
5170,5269,"array([6.93108805, 2.09385927])"
5171,5270,"array([6.96059077, 2.11064899])"
5172,5271,"array([7.00219698, 2.07566623])"
5173,5272,"array([6.94980773, 2.1099974 ])"
5174,5273,"array([6.94358362, 2.12102821])"
5175,5274,"array([6.99601409, 2.06226972])"
5176,5275,"array([6.96593824, 2.07935889])"
5177,5276,"array([6.95028045, 2.11887645])"
5178,5277,"array([6.93219025, 2.11733548])"
5179,5278,"array([6.92151891, 2.10940799])"
5180,5279,"array([6.93339101, 2.10345063])"
5181,5280,"array([6.95790404, 2.08967669])"
5182,5281,"array([6.94611203, 2.12243034])"
5183,5282,"array([6.91238336, 2.06919703])"
5184,5283,"array([6.9312281 , 2.09615975])"
5185,5284,"array([6.95428137, 2.10316335])"
5186,5285,"array([6.96296544, 2.10442261])"
5187,5286,"array([6.97274518, 2.09070223])"
5188,5288,"array([6.94312216, 2.1098076 ])"
5189,5289,"array([6.94720975, 2.12364339])"
5190,5290,"array([6.98802682, 2.10283616])"
5191,5291,"array([6.94275503, 2.12232536])"
5192,5287,"array([6.97506085, 2.05140527])"
5193,5292,"array([6.91216514, 2.07220347])"
5194,5293,"array([6.96034479, 2.10245648])"
5195,5294,"array([6.96439492, 2.08152541])"
5196,5295,"array([6.94783529, 2.12215676])"
5197,5296,"array([6.96285355, 2.08837985])"
5198,5297,"array([6.96451937, 2.08251179])"
5199,5298,"array([6.96076951, 2.08289195])"
5200,5299,"array([6.96539756, 2.08729548])"
5201,5300,"array([6.98218584, 2.10137318])"
5202,5301,"array([6.93372775, 2.11812657])"
5203,5302,"array([6.9888116 , 2.10105824])"
5204,5303,"array([6.93188006, 2.1158096 ])"
5205,5304,"array([6.93060659, 2.10905996])"
5206,5305,"array([6.96119179, 2.09925055])"
5207,5259,"array([6.95794489, 2.08336385])"
5208,5307,"array([6.93164075, 2.06594256])"
5209,5308,"array([6.96343666, 2.05698294])"
5210,5306,"array([6.97754822, 2.09334519])"
5211,5310,"array([6.97188369, 2.09214577])"
5212,5312,"array([6.95431984, 2.10457697])"
5213,5313,"array([6.93462621, 2.11696651])"
5214,5314,"array([6.93106778, 2.11802473])"
5215,5315,"array([6.93927147, 2.08759508])"
5216,5317,"array([6.97174492, 2.06816326])"
5217,5318,"array([6.97702799, 2.06099582])"
5218,5319,"array([6.93297853, 2.11267187])"
5219,5320,"array([6.94684835, 2.12103336])"
5220,5321,"array([6.93344782, 2.07277029])"
5221,5322,"array([6.97601348, 2.09479854])"
5222,5323,"array([6.93257151, 2.11891368])"
5223,5324,"array([6.93996389, 2.11614949])"
5224,5325,"array([6.93982328, 2.12173594])"
5225,5326,"array([6.93697898, 2.12092039])"
5226,5327,"array([6.94895002, 2.12337978])"
5227,5328,"array([6.9396729 , 2.11752628])"
5228,5329,"array([6.92898481, 2.11686972])"
5229,5330,"array([6.9357355 , 2.12213081])"
5230,5331,"array([6.93532904, 2.11449705])"
5231,5332,"array([6.93282239, 2.12050078])"
5232,5333,"array([6.94212321, 2.12076021])"
5233,5334,"array([6.95449201, 2.11988111])"
5234,5335,"array([6.95098945, 2.12138057])"
5235,5336,"array([6.97675799, 2.10324656])"
5236,5337,"array([6.9450833 , 2.12131543])"
5237,5338,"array([6.93797366, 2.10130875])"
5238,5309,"array([6.96878676, 2.09503028])"
5239,5340,"array([6.92951848, 2.11518992])"
5240,5341,"array([6.93535505, 2.12049038])"
5241,5342,"array([6.93935302, 2.11896684])"
5242,5343,"array([6.93067066, 2.11344998])"
5243,5344,"array([6.9359047 , 2.10755421])"
5244,5345,"array([6.94585646, 2.11108249])"
5245,5339,"array([6.94774266, 2.07308676])"
5246,5346,"array([6.94098089, 2.09556239])"
5247,5348,"array([6.92657674, 2.07765951])"
5248,5349,"array([6.94102214, 2.11716333])"
5249,5350,"array([6.93466946, 2.11270692])"
5250,5351,"array([7.00202345, 2.07196741])"
5251,5352,"array([6.97588841, 2.0814136 ])"
5252,5353,"array([6.95590963, 2.07943836])"
5253,5354,"array([6.92793241, 2.11542647])"
5254,5355,"array([6.95300294, 2.10113637])"
5255,5065,"array([6.96426761, 2.06877282])"
5256,5356,"array([6.98229257, 2.03743893])"
5257,5357,"array([6.95253847, 2.12191609])"
5258,5316,"array([6.96113613, 2.08980948])"
5259,5358,"array([6.97301143, 2.08742077])"
5260,5359,"array([6.89900806, 2.11084892])"
5261,5360,"array([6.91127557, 2.10642428])"
5262,5361,"array([6.94017662, 2.114668  ])"
5263,5363,"array([6.9521137 , 2.09695269])"
5264,5364,"array([6.96026409, 2.12703444])"
5265,5365,"array([6.97231913, 2.08534254])"
5266,5366,"array([6.96292781, 2.08439525])"
5267,5367,"array([6.95758187, 2.10107632])"
5268,5368,"array([6.95958252, 2.10669525])"
5269,5369,"array([6.9509652 , 2.11760941])"
5270,5370,"array([6.95866986, 2.12263206])"
5271,5371,"array([6.95762167, 2.12787621])"
5272,5373,"array([6.9486014 , 2.11280223])"
5273,5374,"array([6.95055014, 2.11427439])"
5274,5375,"array([6.95013376, 2.11302716])"
5275,5376,"array([6.94944753, 2.11526333])"
5276,5377,"array([6.94607377, 2.1128321 ])"
5277,5378,"array([6.94900481, 2.1140613 ])"
5278,5379,"array([6.94781124, 2.11464178])"
5279,5380,"array([6.94733574, 2.11306853])"
5280,5381,"array([6.95110805, 2.11545017])"
5281,5382,"array([6.9449434 , 2.11389709])"
5282,5372,"array([6.98397783, 2.09414192])"
5283,5383,"array([6.96858928, 2.09641467])"
5284,5384,"array([6.93991041, 2.08689655])"
5285,5385,"array([6.93526773, 2.11848723])"
5286,5388,"array([6.9371287 , 2.11450414])"
5287,5386,"array([6.9514459 , 2.11995784])"
5288,5387,"array([6.94307224, 2.11941763])"
5289,5389,"array([6.92904776, 2.11381963])"
5290,5390,"array([6.8998874 , 2.10252504])"
5291,5391,"array([6.94415415, 2.11850402])"
5292,5392,"array([6.93423448, 2.11947073])"
5293,5393,"array([6.96950486, 2.05876565])"
5294,5394,"array([6.95194022, 2.11420976])"
5295,5395,"array([6.94643956, 2.11425427])"
5296,5347,"array([6.97690053, 2.09681067])"
5297,5397,"array([6.94293319, 2.08677249])"
5298,5398,"array([6.9512547 , 2.09328341])"
5299,5396,"array([6.94873885, 2.09471598])"
5300,5399,"array([6.98703446, 2.08245808])"
5301,5362,"array([6.97609902, 2.09594019])"
5302,5400,"array([6.94721829, 2.11931398])"
5303,5401,"array([6.93055999, 2.11651591])"
5304,5402,"array([6.95059473, 2.12278664])"
5305,5404,"array([6.92825978, 2.09031939])"
5306,5405,"array([6.93090291, 2.11476452])"
5307,5406,"array([6.94796525, 2.11798289])"
5308,5407,"array([6.93392051, 2.11400663])"
5309,5403,"array([6.95515114, 2.08180221])"
5310,5408,"array([6.95760907, 2.09361851])"
5311,5409,"array([6.9813419 , 2.10267356])"
5312,5410,"array([6.96563778, 2.1147718 ])"
5313,5411,"array([6.96608842, 2.08898863])"
5314,5412,"array([6.99008725, 2.04649619])"
5315,5414,"array([6.96396218, 2.11653001])"
5316,5415,"array([6.96832319, 2.12935121])"
5317,5416,"array([6.97187575, 2.14056994])"
5318,5417,"array([6.98550754, 2.09952189])"
5319,5419,"array([6.93127998, 2.10622926])"
5320,5420,"array([6.9655049 , 2.11661738])"
5321,5421,"array([6.96570553, 2.10512775])"
5322,5422,"array([6.93376207, 2.0780886 ])"
5323,5423,"array([6.96471859, 2.11352965])"
5324,5424,"array([6.91954833, 2.07610956])"
5325,5426,"array([6.97869859, 2.09333499])"
5326,5427,"array([6.92967434, 2.06829382])"
5327,5428,"array([6.94654347, 2.05039611])"
5328,5429,"array([6.93916154, 2.0412499 ])"
5329,5430,"array([6.92741237, 2.11396948])"
5330,5431,"array([6.93834848, 2.12137605])"
5331,5432,"array([6.9549295 , 2.06681398])"
5332,5418,"array([6.92416755, 2.05879168])"
5333,5433,"array([6.97690262, 2.07796171])"
5334,5435,"array([6.95116482, 2.10073125])"
5335,5253,"array([6.96059591, 2.05542957])"
5336,5436,"array([6.92826122, 2.11221544])"
5337,5437,"array([6.96315198, 2.10074365])"
5338,5425,"array([6.97743281, 2.09562159])"
5339,5438,"array([6.90211603, 2.10025851])"
5340,5439,"array([6.97357824, 2.08161016])"
5341,5440,"array([6.96903231, 2.06501095])"
5342,5441,"array([6.94376201, 2.09408181])"
5343,5442,"array([6.96158675, 2.09805215])"
5344,5443,"array([6.96737843, 2.08308858])"
5345,5434,"array([6.93280222, 2.10607627])"
5346,5444,"array([6.93024089, 2.10521344])"
5347,5445,"array([6.97847831, 2.09221828])"
5348,5446,"array([6.93384399, 2.10105805])"
5349,5447,"array([6.91438221, 2.10370905])"
5350,5448,"array([6.93969719, 2.11277253])"
5351,5449,"array([6.96065194, 2.0810435 ])"
5352,5451,"array([6.95512624, 2.10249701])"
5353,5452,"array([6.97618251, 2.11093888])"
5354,5453,"array([6.91145675, 2.06194101])"
5355,5454,"array([6.90597285, 2.08324648])"
5356,5455,"array([6.97431574, 2.1010493 ])"
5357,5456,"array([7.00026913, 2.1110929 ])"
5358,5457,"array([6.9579336, 2.0807658])"
5359,5458,"array([6.97856763, 2.05852137])"
5360,5459,"array([6.98221839, 2.10375488])"
5361,5460,"array([6.96808583, 2.09226538])"
5362,5461,"array([6.96783636, 2.11222317])"
5363,5463,"array([6.98326373, 2.10232284])"
5364,5462,"array([6.98394736, 2.10082957])"
5365,5413,"array([6.96193362, 2.08307248])"
5366,5464,"array([6.98624584, 2.09777306])"
5367,5465,"array([6.96923074, 2.09073722])"
5368,5466,"array([6.96288577, 2.08520526])"
5369,5467,"array([6.94872691, 2.11903381])"
5370,5468,"array([7.00145459, 2.06103017])"
5371,5469,"array([6.97059649, 2.09133205])"
5372,5470,"array([6.97504196, 2.0938914 ])"
5373,5471,"array([6.96342486, 2.09476843])"
5374,5472,"array([6.96013556, 2.08785652])"
5375,5311,"array([6.95600153, 2.11703883])"
5376,5473,"array([6.95531993, 2.09158476])"
5377,5474,"array([6.99907371, 2.07135987])"
5378,5475,"array([7.00389582, 2.06101878])"
5379,5476,"array([6.95656627, 2.08942383])"
5380,5477,"array([6.9603046 , 2.11299426])"
5381,5478,"array([6.96695468, 2.09873724])"
5382,5479,"array([6.94834844, 2.10410865])"
5383,5480,"array([6.96014958, 2.07869329])"
5384,5481,"array([6.96021574, 2.0929674 ])"
5385,5450,"array([6.96660065, 2.06736833])"
5386,5482,"array([6.96552965, 2.06375418])"
5387,5483,"array([6.94875919, 2.1110568 ])"
5388,5484,"array([6.95060679, 2.10347922])"
5389,5485,"array([6.97200845, 2.07073237])"
5390,5486,"array([6.89505751, 2.11151388])"
5391,5487,"array([6.98026232, 2.04628018])"
5392,5488,"array([6.95921245, 2.10554686])"
5393,5489,"array([6.96044803, 2.09679387])"
5394,5490,"array([6.97524414, 2.10004761])"
5395,5491,"array([6.98534852, 2.08941544])"
5396,5492,"array([6.98394457, 2.07563346])"
5397,5494,"array([6.96853583, 2.09929113])"
5398,5495,"array([6.97962615, 2.11814384])"
5399,4811,"array([6.97242958, 2.08129943])"
5400,5496,"array([6.97836691, 2.03896401])"
